player,player_id,position,team_name,player_game_count,avg_time_to_throw,less_attempts,less_completion_percent,less_accuracy_percent,less_ypa,less_big_time_throws,less_btt_rate,less_turnover_worthy_plays,less_twp_rate,less_interceptions,less_touchdowns,less_avg_depth_of_target,less_avg_time_to_throw,less_def_gen_pressures,less_pressure_to_sack_rate,less_sack_percent,less_qb_rating,more_attempts,more_completion_percent,more_accuracy_percent,more_ypa,more_big_time_throws,more_btt_rate,more_turnover_worthy_plays,more_twp_rate,more_interceptions,more_touchdowns,more_avg_depth_of_target,more_avg_time_to_throw,more_def_gen_pressures,more_pressure_to_sack_rate,more_sack_percent,more_qb_rating
CJ Montes,146114,QB,FORDHAM,3,3.07,33,63.6,74.2,4.9,1,2.9,0,0.0,0,0,5.5,1.78,4,0.0,0.0,75.4,34,38.2,48.4,5.1,1,2.9,1,1.5,0,1,15.6,3.73,33,54.5,27.7,64.8
DJ Williams,138061,QB,S ILLINOIS,3,2.87,43,69.8,78.0,7.2,0,0.0,1,2.3,1,2,6.5,1.79,6,0.0,0.0,96.2,35,45.7,66.7,7.5,6,15.8,1,1.9,1,2,15.7,3.78,27,29.6,15.7,78.4
Jaydyn Sisk,178882,QB,MS VLY ST,6,2.28,66,48.5,58.7,4.9,3,4.4,8,11.6,4,1,8.6,1.84,14,7.1,1.5,42.8,15,40.0,53.8,5.9,2,11.8,5,16.7,3,1,16.6,3.36,15,40.0,22.2,42.8
Jordon Davis,182683,QB,TEXAS STHN,5,2.89,48,66.7,75.6,5.5,1,2.1,2,3.9,1,2,6.0,1.88,8,25.0,4.0,85.6,16,31.3,50.0,6.1,1,6.3,1,2.2,1,1,20.2,4.23,31,25.8,19.0,48.4
John Busha,173849,QB,AIR FORCE,6,3.05,33,54.5,69.0,4.6,1,2.9,2,5.7,1,0,8.2,1.91,7,14.3,2.9,54.2,47,23.4,39.5,5.5,3,6.1,3,4.8,4,1,19.3,3.7,31,19.4,10.0,21.5
Grayson McCall,98002,QB,NC STATE,4,2.76,46,73.9,82.2,6.3,1,2.1,1,2.0,2,2,5.4,1.77,6,16.7,2.1,86.5,34,55.9,68.8,6.6,0,0.0,2,3.9,0,1,13.1,3.75,19,15.8,6.4,86.2
Luke Durkin,149464,QB,DAVIDSON,8,2.93,42,50.0,61.9,4.2,1,2.2,0,0.0,0,2,7.9,1.93,2,50.0,2.3,77.1,24,79.2,79.2,15.8,6,23.1,0,0.0,0,5,20.3,3.81,27,33.3,18.4,158.3
Michael Brescia,149295,QB,COLGATE,4,2.83,43,69.8,80.0,5.2,2,4.7,3,6.7,1,0,3.9,1.98,5,20.0,2.2,72.1,34,38.2,57.1,5.2,1,2.9,2,4.2,0,1,8.7,3.65,28,14.3,8.5,65.4
Devin Kargman,156913,QB,KENT STATE,4,2.41,63,60.3,66.7,6.0,3,4.5,1,1.4,2,3,7.4,1.88,18,11.1,3.1,80.2,20,35.0,41.2,2.7,0,0.0,2,6.9,0,0,16.2,3.69,14,35.7,18.5,43.8
Bishop Davenport,163426,QB,S ALABAMA,6,2.65,44,70.5,76.2,6.8,0,0.0,0,0.0,0,1,3.1,1.93,9,0.0,0.0,96.8,36,47.2,66.7,8.4,2,5.1,3,6.0,1,2,13.9,3.37,20,10.0,4.3,83.6
Jake Rubley,144589,QB,ILL STATE,11,2.59,55,54.5,66.0,4.4,2,3.3,4,6.6,2,2,7.1,1.85,4,25.0,1.8,63.0,24,45.8,61.9,7.7,0,0.0,0,0.0,0,0,13.4,3.76,21,14.3,8.6,72.2
Drew Pyne,122910,QB,MISSOURI,6,2.57,51,72.5,76.0,5.1,0,0.0,1,1.8,1,2,4.3,1.73,8,12.5,1.9,88.8,31,38.7,63.6,4.4,1,3.0,3,7.5,2,1,11.0,3.71,23,13.0,7.9,36.4
Tony Muskett,142933,QB,VIRGINIA,7,2.7,43,67.4,74.4,6.0,2,4.4,0,0.0,0,1,7.4,1.92,11,27.3,6.5,90.9,34,47.1,61.3,8.5,1,2.5,4,8.0,3,2,12.3,3.51,20,20.0,9.1,59.4
Enzo Arjona,159147,QB,MARIST,3,2.61,51,60.8,68.1,3.7,0,0.0,3,5.6,2,1,3.4,1.84,4,0.0,0.0,58.3,25,52.0,54.2,4.5,2,6.7,2,4.9,1,1,12.7,3.93,20,25.0,13.9,60.9
Deljay Bailey,172505,QB,GRAMBLING,7,2.69,37,70.3,73.0,7.0,0,0.0,0,0.0,0,0,6.7,1.96,7,14.3,2.6,89.9,34,35.3,41.9,5.1,0,0.0,2,3.8,3,0,13.5,3.31,36,22.2,16.0,15.9
Jadyn Glasser,184670,QB,C MICHIGAN,4,2.61,50,62.0,78.3,5.4,0,0.0,3,5.1,2,2,6.2,1.95,22,27.3,10.7,72.9,26,38.5,45.8,6.5,2,7.1,3,8.3,2,0,20.9,3.74,15,26.7,12.1,29.2
CJ Rogers,144508,QB,HOUCHR,7,2.86,39,38.5,50.0,2.4,1,2.5,2,4.7,2,0,6.6,1.81,9,33.3,7.1,25.3,24,29.2,44.4,5.0,1,4.0,1,2.2,0,0,19.6,3.96,25,44.0,24.4,47.9
AJ Hairston,184157,QB,UMASS,4,2.78,43,55.8,67.5,4.9,1,2.2,0,0.0,0,1,6.9,1.96,4,0.0,0.0,76.8,30,53.3,64.0,9.0,0,0.0,2,3.8,0,4,14.4,3.56,22,31.8,15.2,123.5
Kevin White,178287,QB,NC A&T,4,2.69,46,63.0,74.4,5.4,0,0.0,0,0.0,1,0,5.5,1.9,6,16.7,2.1,68.0,27,59.3,68.0,6.6,0,0.0,0,0.0,0,1,9.9,3.61,16,25.0,9.8,91.4
Jeff Hoenstine,171652,QB,ST FRANCIS,6,3.05,28,57.1,76.9,5.1,0,0.0,0,0.0,0,1,2.9,1.87,7,14.3,3.4,82.9,36,58.3,69.7,8.7,2,5.6,4,7.0,1,2,9.2,3.65,38,28.9,19.3,93.9
Jacurri Brown,156344,QB,UCF,6,3.13,38,68.4,68.4,6.6,0,0.0,1,2.6,2,1,6.7,1.91,5,20.0,2.6,73.2,29,31.0,41.7,5.1,3,10.3,3,6.4,2,0,20.5,4.13,21,19.0,8.5,20.6
Gino English,99576,QB,E TENN ST,6,2.47,47,66.0,69.6,9.0,5,10.2,4,8.2,4,3,8.7,1.8,4,0.0,0.0,80.5,33,45.5,53.1,9.9,6,16.7,3,7.3,4,4,22.8,3.29,10,10.0,2.6,81.4
T.J. Finley,124093,QB,W KENTUCKY,3,2.26,61,70.5,79.3,6.4,0,0.0,1,1.6,0,0,6.2,1.83,5,0.0,0.0,87.3,16,43.8,69.2,6.8,1,5.6,2,8.0,2,1,10.7,3.51,13,15.4,8.7,47.9
Grayson Saunier,171185,QB,DARTMOUTH,5,3.06,39,71.8,81.1,6.0,0,0.0,0,0.0,0,4,5.1,1.82,4,0.0,0.0,121.0,36,52.8,71.4,8.3,3,7.5,2,3.9,2,1,13.1,4.1,25,16.0,8.7,66.9
Peter Costelli,146432,QB,N COLORADO,3,2.25,54,57.4,69.2,7.9,1,1.8,1,1.8,2,2,6.4,1.64,10,0.0,0.0,79.6,25,44.0,52.2,7.6,2,7.4,0,0.0,0,2,15.6,3.46,12,16.7,6.9,96.9
Tyler Jefferson,171233,QB,C MICHIGAN,7,3.09,31,64.5,75.0,5.2,0,0.0,2,5.7,1,0,7.3,1.95,7,42.9,8.8,64.0,27,25.9,28.0,4.6,2,6.5,4,7.4,0,0,23.5,3.94,28,17.9,10.2,46.4
William Watson III,174771,QB,VA TECH,3,3.22,28,53.6,61.5,6.1,1,3.3,1,2.9,1,0,11.1,1.94,8,50.0,12.5,57.3,30,63.3,70.4,10.3,2,6.3,3,5.7,1,1,12.7,4.1,33,30.3,20.0,95.1
Jack Turner,162969,QB,LA TECH,6,2.46,45,55.6,60.0,5.8,1,2.2,3,6.5,2,1,5.7,1.97,3,0.0,0.0,61.5,31,48.4,67.9,6.7,3,9.7,2,5.4,0,1,11.0,3.13,16,25.0,10.8,81.3
Kasen Weisman,171910,QB,FAU,5,3.51,29,65.5,78.6,6.1,1,3.3,1,3.3,1,2,5.9,1.99,8,0.0,0.0,90.6,45,44.4,58.3,5.3,3,6.3,4,6.9,2,0,12.8,4.34,31,3.2,1.9,42.8
Adrian Mejia,159496,QB,ST FRANCIS,4,2.92,42,64.3,72.5,3.8,0,0.0,0,0.0,1,1,2.2,1.81,5,0.0,0.0,69.5,20,50.0,66.7,5.4,1,4.8,2,4.8,1,0,8.1,4.06,27,33.3,22.0,45.2
Micah Alejado,184162,QB,HAWAII,3,2.73,52,78.8,82.4,7.4,0,0.0,0,0.0,0,5,6.3,1.79,2,100.0,3.7,129.6,18,44.4,60.0,11.1,2,10.0,0,0.0,0,1,20.6,4.55,13,7.7,3.6,103.9
Jalen Woods,178085,QB,SOUTHERN U,5,2.33,45,57.8,70.5,8.4,2,4.2,0,0.0,1,3,10.5,1.95,13,23.1,6.3,98.0,27,59.3,76.0,7.4,1,3.3,2,5.6,2,1,12.7,2.89,11,54.5,18.2,64.0
Jacob Holtschlag,172025,QB,GEORGETOWN,4,2.6,42,47.6,57.5,4.8,1,2.3,2,4.7,1,0,8.4,1.9,8,0.0,0.0,51.8,26,53.8,58.3,5.7,1,3.4,2,4.8,3,0,8.6,3.37,17,11.8,5.1,30.9
Cade McConnell,73935,QB,UTEP,4,2.53,44,59.1,70.5,6.6,0,0.0,3,6.4,1,3,4.3,1.75,8,12.5,2.2,92.2,27,51.9,73.1,9.2,5,16.7,4,10.3,2,1,13.5,3.62,15,26.7,11.4,65.0
Brendan Sullivan,145034,QB,IOWA,6,3.38,33,84.8,93.9,8.7,1,2.9,1,2.9,0,3,3.7,1.93,4,0.0,0.0,133.2,21,47.6,61.1,8.9,1,4.5,4,8.2,3,0,9.8,4.37,28,28.6,16.7,39.3
Deacon Hill,145170,QB,UTAHTC,4,2.39,50,48.0,62.5,4.7,1,1.9,1,1.9,0,1,5.4,1.93,8,0.0,0.0,68.4,25,48.0,63.6,7.0,1,3.7,1,2.9,1,1,13.0,3.12,15,33.3,16.1,67.9
Jase Bauer,145714,QB,SM HOUSTON,7,2.8,36,72.2,82.9,4.6,2,5.4,0,0.0,1,2,4.7,1.72,6,0.0,0.0,88.4,29,48.3,68.2,4.8,0,0.0,1,2.2,0,0,11.1,3.72,24,16.7,9.1,62.1
Quaterius Hawkins,160211,QB,NWSTATE,9,2.3,53,64.2,71.7,5.6,1,1.9,0,0.0,1,1,4.1,1.76,16,12.5,3.6,77.2,19,47.4,52.9,5.5,1,4.8,3,10.7,2,0,14.6,3.45,16,25.0,15.4,25.0
John Alan Richter,156999,QB,TOLEDO,5,2.84,34,67.6,78.1,5.4,0,0.0,0,0.0,0,2,6.5,1.88,5,0.0,0.0,100.5,34,58.8,69.7,9.2,4,11.1,1,2.0,0,2,13.7,3.53,23,21.7,10.6,109.2
Drew Eason,196476,QB,STHLSK,3,2.99,31,48.4,53.3,4.4,0,0.0,3,8.8,2,0,6.6,1.91,9,22.2,6.1,33.9,34,35.3,50.0,6.1,0,0.0,5,10.4,1,1,12.7,3.74,32,21.9,14.6,54.3
Maealiuaki Smith,183921,QB,OKLA STATE,4,2.29,46,71.7,77.8,5.6,0,0.0,0,0.0,0,1,5.2,1.81,7,28.6,4.2,92.5,29,37.9,44.4,7.9,2,6.3,5,14.7,4,1,13.3,3.02,10,20.0,6.5,38.5
Aaron Philo,183222,QB,GA TECH,4,2.81,32,56.3,67.7,6.1,1,3.1,0,0.0,0,1,8.6,1.97,5,0.0,0.0,84.8,42,47.6,61.5,8.8,6,14.3,1,2.1,2,0,17.6,3.39,16,0.0,0.0,58.6
Zach Pyron,156309,QB,GA TECH,5,2.82,37,64.9,79.4,6.8,0,0.0,1,2.6,1,2,4.4,1.81,3,0.0,0.0,91.2,28,39.3,54.2,5.6,1,3.6,4,9.8,2,0,13.8,3.74,20,20.0,9.8,28.6
Tyriq Starks,156514,QB,FAU,4,2.91,35,74.3,79.4,10.1,0,0.0,1,2.8,1,4,3.0,1.89,4,25.0,2.8,132.3,28,46.4,62.5,7.0,0,0.0,3,6.7,1,2,11.2,3.79,29,13.8,9.8,79.0
Goose Crowder,144781,QB,TROY,4,3.0,30,80.0,92.9,10.0,1,3.3,0,0.0,0,3,3.8,2.0,4,0.0,0.0,141.7,33,57.6,74.2,7.5,4,11.4,2,3.8,0,2,12.7,3.63,22,13.6,6.4,101.5
Connor Genal,98366,QB,MOREHEAD,4,2.42,46,50.0,56.8,4.9,1,2.0,3,5.7,1,1,11.3,1.97,11,36.4,8.0,62.4,21,57.1,65.0,10.8,2,8.7,1,3.4,1,2,11.3,3.25,13,38.5,18.5,106.6
Gunner Stockton,157072,QB,GEORGIA,4,2.64,33,78.8,81.3,5.2,0,0.0,0,0.0,0,0,2.5,1.91,8,12.5,2.9,88.3,31,61.3,74.1,8.7,2,5.9,3,6.8,1,1,13.5,3.3,23,26.1,14.6,86.6
MJ Morris,157404,QB,MARYLAND,6,2.55,41,65.9,76.3,5.1,1,2.3,2,4.3,3,3,7.2,1.97,14,14.3,4.7,72.3,20,45.0,57.9,7.0,2,9.5,2,5.9,2,2,11.2,3.32,17,41.2,21.9,62.3
Nicco Marchiol,157363,QB,W VIRGINIA,7,3.26,22,68.2,81.8,6.8,1,4.5,1,4.5,1,2,6.1,1.88,3,0.0,0.0,98.7,34,64.7,69.7,8.4,4,10.3,3,5.2,1,3,12.5,3.83,18,44.4,15.1,108.0
Tyler Van Dyke,122225,QB,WISCONSIN,3,2.91,32,78.1,90.3,6.7,0,0.0,0,0.0,0,0,4.7,1.87,1,0.0,0.0,94.5,36,50.0,56.3,5.8,2,5.1,1,2.2,0,1,9.3,3.7,18,22.2,9.5,77.1
Cameron Rising,77663,QB,UTAH,3,2.88,27,59.3,65.4,11.2,0,0.0,1,3.3,0,5,7.8,1.9,7,0.0,0.0,137.8,39,46.2,61.1,6.5,1,2.5,3,6.3,3,2,11.7,3.44,14,21.4,6.4,52.5
Caleb Koger,170554,QB,CENT ARK,3,2.47,37,70.3,80.6,5.3,0,0.0,0,0.0,0,1,2.0,1.76,0,,0.0,91.8,36,36.1,46.9,8.1,4,10.5,3,7.7,3,3,17.2,3.18,8,0.0,0.0,59.0
Mike Wright,124366,QB,NWESTERN,3,2.77,45,64.4,69.8,4.5,0,0.0,1,2.2,1,0,6.8,1.84,6,0.0,0.0,65.3,21,42.9,62.5,7.2,2,8.7,3,10.0,0,0,16.8,4.31,14,0.0,0.0,67.8
Collin Schlee,98025,QB,VA TECH,6,3.13,33,57.6,72.7,4.4,0,0.0,1,2.9,0,1,6.8,1.88,5,0.0,0.0,78.5,21,38.1,45.0,12.5,2,8.3,2,4.4,1,2,20.0,4.22,26,23.1,15.8,97.8
Kyle Wickersham,148418,QB,RICHMOND,3,3.12,29,69.0,81.5,6.7,1,3.1,0,0.0,2,1,3.9,1.73,8,0.0,0.0,70.3,31,48.4,64.0,4.8,1,3.1,3,7.0,1,0,9.6,4.09,20,10.0,4.9,49.0
Jack Clavel,196912,QB,LINCOK,3,2.1,53,52.8,62.7,6.4,3,5.3,3,5.3,3,2,9.2,1.86,18,0.0,0.0,61.6,16,37.5,40.0,5.5,1,5.6,6,33.3,6,1,17.2,3.02,3,0.0,0.0,37.5
JP Pickles,183996,QB,UTEP,3,2.93,30,73.3,82.1,4.5,0,0.0,0,0.0,0,0,3.0,1.88,6,16.7,3.2,81.8,22,31.8,47.1,3.6,1,4.3,2,5.3,1,0,16.4,3.88,19,26.3,13.5,24.6
Tucker Kilcrease,156863,QB,TROY,6,3.02,29,69.0,71.4,6.0,1,3.4,2,6.7,1,1,6.0,1.79,6,16.7,3.3,81.5,22,36.4,44.4,9.3,2,8.3,2,4.8,0,2,20.7,3.97,28,25.0,17.9,101.3
Abram Johnston,192360,QB,NWSTATE,4,3.14,23,60.9,63.6,7.3,0,0.0,2,7.7,0,1,5.0,1.78,6,33.3,8.0,97.7,23,34.8,45.0,9.9,1,4.2,4,9.1,3,0,17.1,3.94,27,37.0,23.8,32.8
Justin Lamson,144052,QB,STANFORD,8,3.22,19,63.2,70.6,5.3,1,5.0,2,9.5,1,2,10.7,2.04,4,25.0,5.0,90.0,28,46.4,55.6,7.1,4,13.3,2,4.1,1,2,16.0,3.74,28,42.9,26.1,79.3
Kaiya Sheron,62530,QB,TENN MARTN,3,2.92,26,88.5,88.5,6.2,0,0.0,1,3.3,0,2,3.4,2.01,4,25.0,3.7,117.9,22,63.6,70.0,10.8,2,7.4,2,4.5,0,1,13.9,3.56,16,31.3,12.8,115.3
Michael Lindauer,101049,QB,S ILLINOIS,4,2.91,33,78.8,81.3,8.7,2,5.9,0,0.0,0,5,7.3,1.88,5,0.0,0.0,142.5,27,40.7,71.4,6.4,5,18.5,3,9.4,3,4,16.5,4.05,17,11.8,6.3,62.9
Will Hammond,184898,QB,TEXAS TECH,4,2.5,38,68.4,77.8,9.9,3,7.7,1,2.5,0,2,7.7,1.75,3,33.3,2.6,118.1,18,44.4,52.9,5.7,0,0.0,3,11.1,2,0,12.1,3.74,8,25.0,7.7,23.1
Will Madonna,88025,QB,TXAMCO,6,2.17,45,51.1,62.8,3.9,2,4.2,0,0.0,0,2,6.4,1.73,3,0.0,0.0,75.7,16,43.8,43.8,5.5,0,0.0,3,14.3,1,0,13.8,3.13,10,20.0,9.5,35.4
Michael Hardyway,149284,QB,BUCKNELL,5,2.51,30,66.7,77.8,6.5,1,3.3,1,3.3,1,1,7.6,1.92,3,0.0,0.0,81.8,27,44.4,52.0,6.7,1,3.7,3,8.3,0,2,15.0,3.01,10,30.0,8.6,91.6
Zach Tanner,159923,QB,ROB MORRIS,8,3.23,21,81.0,95.0,7.4,1,4.8,1,4.5,0,0,4.4,1.82,4,0.0,0.0,97.6,29,48.3,53.6,10.1,2,6.5,3,6.4,2,4,16.6,3.93,19,26.3,11.6,95.3
Trexler Ivey,122184,QB,CHARLOTTE,4,2.33,44,61.4,61.4,5.7,2,4.0,3,6.0,2,2,7.1,1.83,2,0.0,0.0,73.2,15,46.7,70.0,5.0,0,0.0,0,0.0,0,1,8.8,3.48,9,22.2,10.5,84.0
Ryan Stubblefield,123838,QB,SCAR STATE,7,2.41,33,75.8,81.3,8.1,0,0.0,2,5.0,1,5,6.2,1.86,13,46.2,15.4,125.8,15,60.0,78.6,11.1,3,15.0,2,7.1,1,0,17.3,3.45,6,16.7,4.3,70.4
Jaden Jones,147558,QB,CAL POLY,3,3.24,25,60.0,70.8,4.6,0,0.0,1,3.8,1,0,6.4,1.84,1,0.0,0.0,54.6,27,40.7,48.0,10.1,2,6.7,4,8.9,3,2,21.2,4.15,21,14.3,7.9,63.3
James Murphy,177426,QB,BROWN,3,2.77,30,70.0,75.9,6.2,1,3.2,2,6.3,1,2,8.3,1.92,5,20.0,3.2,94.7,24,62.5,62.5,7.9,0,0.0,1,3.0,0,0,10.5,3.59,7,57.1,12.5,87.2
Jack Tuttle,83580,QB,MICHIGAN,2,2.98,23,78.3,85.7,7.6,1,4.3,0,0.0,0,0,4.5,1.93,2,0.0,0.0,98.4,27,44.4,48.0,4.9,0,0.0,6,15.0,2,1,9.3,3.6,22,27.3,15.4,40.8
Carson Haggard,158414,QB,ABILENE CH,3,2.39,40,62.5,70.0,6.7,2,4.9,1,2.4,1,2,6.2,1.79,5,0.0,0.0,88.4,20,50.0,52.6,8.4,1,4.8,4,17.4,4,2,12.8,3.49,8,12.5,4.5,72.3
Matthew Sluka,143059,QB,UNLV,3,3.24,19,47.4,52.6,2.4,1,5.0,0,0.0,0,2,6.0,1.96,4,0.0,0.0,89.1,29,41.4,50.0,9.4,5,16.1,3,7.0,1,4,25.4,3.91,20,30.0,14.6,100.9
Cutter Boley,184630,QB,KENTUCKY,4,2.95,24,50.0,56.5,7.2,1,4.0,2,7.4,2,2,15.5,2.01,7,28.6,7.7,66.7,29,48.3,57.7,5.7,1,3.1,4,10.3,2,0,11.2,3.66,19,26.3,14.3,37.4
Elijah Brown,183276,QB,STANFORD,3,2.65,32,65.6,75.0,4.8,0,0.0,1,2.8,2,1,6.4,1.79,9,22.2,5.9,60.9,16,43.8,60.0,7.6,2,10.5,3,10.0,1,1,12.1,3.74,21,28.6,22.2,65.1
Quentin Hayes,186423,QB,AIR FORCE,8,3.03,14,57.1,75.0,4.4,0,0.0,1,5.9,1,0,3.9,1.92,6,16.7,6.7,38.4,29,58.6,64.3,13.6,4,12.1,1,2.0,1,3,15.6,3.39,20,45.0,19.6,123.1
Alex Orji,158545,QB,MICHIGAN,7,3.03,26,73.1,76.0,3.8,0,0.0,0,0.0,0,3,1.4,1.87,7,14.3,3.7,117.5,21,28.6,41.2,2.4,0,0.0,3,8.6,2,0,16.0,3.96,21,9.5,5.9,0.0
Braxton Thomas,197714,QB,NC A&T,4,3.1,23,43.5,61.9,3.3,0,0.0,0,0.0,0,0,6.9,1.98,2,0.0,0.0,52.1,23,34.8,40.9,3.3,1,4.2,3,7.7,1,0,11.1,3.79,24,41.7,27.0,26.5
JoJo Crump,192226,QB,VA MILT IN,6,3.26,17,52.9,81.3,2.8,1,5.6,0,0.0,0,0,3.6,1.96,3,0.0,0.0,58.7,33,33.3,52.0,5.2,2,5.9,5,11.1,2,1,13.4,3.77,24,8.3,4.7,36.3
General Booty,71008,QB,LA MONROE,5,2.49,31,61.3,75.9,4.6,0,0.0,2,6.1,1,1,5.9,1.81,3,33.3,3.1,69.6,24,41.7,70.6,6.8,0,0.0,1,3.3,1,1,8.0,3.28,14,28.6,14.3,61.8
Preston Stone,124716,QB,SMU,6,2.89,27,74.1,80.0,8.3,1,3.3,1,3.2,0,2,5.4,1.78,5,20.0,3.6,123.1,26,46.2,58.3,7.7,3,11.1,1,3.0,1,3,17.9,3.86,13,15.4,6.3,95.0
Nick Poulos,188474,QB,OHIO,5,2.95,22,40.9,52.4,4.0,0,0.0,1,4.2,1,0,8.9,2.13,7,14.3,4.3,34.1,27,48.1,65.0,6.7,2,6.3,1,2.4,0,2,12.9,3.46,17,11.8,5.4,95.0
Noah Kim,129623,QB,COAST CAR,7,2.41,46,60.9,65.9,6.8,1,2.1,1,2.0,1,3,8.4,1.95,9,22.2,4.2,93.7,10,20.0,37.5,2.2,1,8.3,1,7.1,0,1,15.4,4.23,5,20.0,8.3,72.9
Adrian Parker,197143,QB,FPU,1,2.53,30,63.3,66.7,3.5,0,0.0,0,0.0,0,0,4.1,1.82,6,0.0,0.0,69.3,20,45.0,56.3,8.2,1,4.5,1,3.1,0,1,14.3,3.23,10,50.0,16.7,90.4
Tre Lawrence,150816,QB,ALCORN ST,5,2.48,29,69.0,71.4,5.7,1,3.4,2,6.7,2,1,5.9,1.81,4,25.0,3.3,66.2,21,42.9,55.0,6.3,0,0.0,2,6.5,2,1,14.2,3.18,10,40.0,13.8,40.5
Nick Howard,108979,QB,BUTLER,12,2.5,30,80.0,86.7,8.3,0,0.0,0,0.0,0,6,5.9,1.46,3,0.0,0.0,141.0,21,47.6,50.0,8.9,1,4.5,1,3.3,0,1,12.2,3.57,11,27.3,10.3,94.7
David Wright,195328,QB,CLARK ATL,1,2.93,26,84.6,84.6,9.8,1,3.6,0,0.0,0,4,8.1,1.93,7,14.3,3.7,147.0,23,34.8,47.6,5.3,1,4.2,3,9.1,1,0,13.3,3.78,18,22.2,12.5,35.1
Jakolby Longino,145488,QB,LAMAR,7,3.06,27,70.4,76.9,7.1,0,0.0,2,6.7,0,2,7.3,1.87,0,,0.0,115.0,24,33.3,62.5,6.4,3,11.1,1,2.9,0,2,15.7,4.06,22,18.2,12.5,84.4
Collin Shannon,160918,QB,VA MILT IN,2,2.66,28,67.9,85.2,5.0,0,0.0,1,3.3,1,0,1.7,1.76,5,20.0,3.4,64.7,22,45.5,47.6,2.6,2,8.3,1,3.3,1,0,15.2,3.59,10,30.0,10.7,33.5
Trip Maxwell,175841,QB,STETSON,4,2.56,31,48.4,60.0,4.1,3,8.8,2,5.7,1,2,8.5,1.96,4,25.0,3.1,67.5,21,38.1,50.0,6.0,2,9.1,4,15.4,3,2,16.4,3.33,10,20.0,8.0,50.8
Eric Rodriguez,160057,QB,TXAMCO,3,2.49,34,67.6,73.5,4.6,0,0.0,0,0.0,1,0,4.9,1.64,5,0.0,0.0,65.2,15,40.0,58.3,6.1,1,6.3,3,11.5,2,1,18.4,3.74,14,57.1,34.8,43.3
Alex Flores,86295,QB,MCNEESE,4,2.33,38,68.4,91.4,5.7,0,0.0,1,2.5,1,2,5.7,1.83,3,0.0,0.0,89.5,12,66.7,72.7,10.0,0,0.0,2,9.5,1,0,13.1,3.53,8,25.0,11.1,64.6
Aidan Warner,177520,QB,FLORIDA,4,3.0,19,52.6,57.9,3.8,0,0.0,0,0.0,0,0,4.1,1.94,4,25.0,5.0,61.7,31,35.5,42.9,5.0,2,6.3,2,5.6,3,0,12.1,3.61,14,21.4,8.6,13.0
Hunter Hays,141593,QB,IDAHO ST,9,2.41,32,81.3,84.4,7.3,0,0.0,1,3.0,1,6,4.6,1.79,2,0.0,0.0,123.6,19,47.4,52.6,6.6,1,5.3,1,4.3,1,1,17.2,3.29,9,0.0,0.0,64.6
Matt O'Connor,108972,QB,STETSON,4,2.29,37,54.1,63.6,4.2,0,0.0,6,15.0,2,1,8.6,1.96,9,11.1,2.6,51.3,15,40.0,46.2,3.5,0,0.0,2,11.1,2,0,15.5,3.03,8,12.5,5.9,10.6
Brogan McCaughey,164697,QB,YALE,2,2.24,43,69.8,73.8,8.7,4,9.3,1,2.3,0,2,11.3,1.82,8,0.0,0.0,111.9,10,30.0,42.9,2.7,0,0.0,2,12.5,0,0,16.1,4.07,7,0.0,0.0,39.6
Drew Mestemaker,190616,QB,N TEXAS,4,2.75,28,64.3,67.9,9.4,1,3.2,3,9.4,2,2,7.3,1.81,3,33.3,3.4,88.8,19,63.2,77.8,10.5,0,0.0,0,0.0,0,0,12.7,3.83,17,17.6,12.0,98.4
Jared Taylor,170695,QB,E WASHGTON,9,2.75,32,81.3,87.1,5.7,0,0.0,1,3.0,0,5,0.9,1.81,2,0.0,0.0,130.1,18,66.7,70.6,7.4,2,10.5,2,8.7,1,1,11.6,4.12,5,20.0,4.5,83.8
Zach Sims,186100,QB,ALABAMA ST,5,2.67,28,60.7,60.7,5.8,1,3.6,1,3.2,1,1,7.2,1.84,7,42.9,9.7,73.7,15,13.3,37.5,2.2,0,0.0,1,4.8,0,0,12.6,4.03,12,16.7,9.5,39.6
Caleb Sanchez,191601,QB,COLUMBIA,3,2.45,31,41.9,51.7,5.3,2,6.3,0,0.0,0,1,10.2,1.98,3,0.0,0.0,69.8,20,65.0,70.0,18.4,1,4.8,0,0.0,0,2,19.3,3.11,8,12.5,4.5,141.7
Nick Josifek,175092,QB,IDAHO,5,2.85,27,59.3,70.8,5.3,1,3.7,0,0.0,0,0,11.3,1.94,2,0.0,0.0,73.7,14,57.1,57.1,9.9,3,17.6,2,6.9,0,2,19.0,3.8,10,30.0,11.5,130.4
Luke Sprague,108964,QB,BETH COOK,4,2.68,24,70.8,85.0,8.2,2,8.0,0,0.0,0,1,7.0,1.91,10,20.0,7.7,109.0,22,50.0,65.0,6.5,0,0.0,1,3.1,1,2,14.5,3.43,20,20.0,14.8,82.0
Kainoa Jones,152379,QB,W OREGON,2,3.15,21,66.7,75.0,5.7,0,0.0,0,0.0,0,0,6.6,1.8,1,100.0,4.5,81.4,20,40.0,50.0,8.8,2,9.1,1,3.0,1,0,20.9,4.15,17,23.5,13.3,51.0
Zevi Eckhaus,148535,QB,WASH STATE,2,2.68,27,88.9,92.6,8.0,1,3.6,0,0.0,0,3,5.6,1.7,0,,0.0,136.9,23,56.5,63.6,9.1,1,4.0,4,14.3,2,1,13.8,3.74,7,14.3,4.0,65.3
