player,player_id,position,team_name,player_game_count,comp_pct_diff,ypa_diff,no_screen_accuracy_percent,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_interceptions,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_ypa,npa_accuracy_percent,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_def_gen_pressures,npa_drop_rate,npa_interceptions,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_ypa,pa_accuracy_percent,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_def_gen_pressures,pa_drop_rate,pa_interceptions,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_ypa,screen_accuracy_percent,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_def_gen_pressures,screen_drop_rate,screen_interceptions,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_ypa
Jacob Zeno,98014,QB,UAB,4,2.97,4.92,76.8,91,7.2,3.07,2,2.0,59.3,52,14.3,5,15.4,75.2,6.8,5,7,5.5,6.8,83.3,91,3.9,2.83,1,1.0,67.0,46,12.9,3,17.4,85.6,6.9,5,3,2.4,5.5,78.6,30,6.6,2.72,1,3.2,70.0,6,4.5,2,0.0,87.4,0.0,1,4,11.8,10.5,96.7,30,-2.6,1.76,0,0.0,93.3,0,3.4,0,,105.8,0.0,1,0,0.0,6.7
Bryson Barnes,131845,QB,UTAH ST,7,-8.33,4.41,68.1,105,12.3,2.79,4,3.7,55.2,41,9.4,6,14.6,82.8,4.9,9,7,5.5,7.2,77.8,72,6.2,2.54,0,0.0,63.9,29,6.1,3,13.8,79.9,4.7,5,3,3.3,4.5,66.7,54,14.1,2.66,4,7.3,55.6,18,11.8,3,11.1,99.4,3.2,6,4,6.3,8.9,95.0,21,-2.4,1.64,0,0.0,85.7,6,5.3,0,0.0,110.9,0.0,2,0,0.0,2.5
Stone Earle,123504,QB,MARSHALL,8,15.45,3.27,57.1,104,11.3,2.58,3,2.7,47.1,41,12.5,2,12.2,79.3,4.1,7,2,1.6,5.6,57.5,85,8.7,2.47,2,2.3,49.4,31,8.7,2,12.9,64.0,3.9,3,2,1.9,4.5,75.0,37,10.2,2.15,1,2.5,64.9,11,11.1,0,18.2,124.6,4.7,4,1,2.2,7.8,94.4,18,-2.8,1.31,0,0.0,94.4,1,0.0,0,100.0,86.1,4.2,0,1,4.2,4.7
Brock Glenn,170335,QB,FLORIDA ST,7,9.32,4.61,57.1,91,13.0,3.35,5,5.1,39.6,50,18.2,5,24.0,49.3,10.3,4,5,4.0,5.4,61.6,87,8.1,3.03,3,3.2,42.5,42,17.8,5,21.4,38.3,8.5,2,5,4.4,4.1,62.5,27,14.9,3.47,2,6.9,51.9,14,6.7,0,21.4,106.3,8.8,2,1,2.8,8.7,80.0,23,-2.6,2.04,0,0.0,65.2,6,6.3,0,0.0,74.4,0.0,0,1,4.0,4.3
Josh Holst,171312,QB,N ILLINOIS,7,-6.42,1.59,64.8,100,10.6,2.96,1,1.0,54.0,30,8.5,2,23.3,68.4,5.5,2,7,5.3,5.5,69.7,82,7.8,2.8,1,1.2,59.8,24,7.5,1,16.7,75.4,3.9,2,4,3.8,4.9,63.0,30,13.1,2.93,0,0.0,53.3,7,5.9,1,42.9,59.7,7.9,0,3,7.5,6.5,91.7,12,-1.5,1.46,0,0.0,91.7,1,0.0,0,0.0,82.6,0.0,0,0,0.0,3.8
Conner Weigman,158683,QB,TEXAS A&M,6,-7.95,-1.39,64.9,104,10.1,3.08,5,4.4,53.8,52,11.1,5,17.3,67.7,7.0,3,8,5.8,7.5,70.4,88,8.1,2.97,3,3.2,58.0,42,10.5,4,14.3,73.9,5.7,3,5,4.5,7.5,60.0,26,11.9,3.01,2,6.9,50.0,12,13.3,1,25.0,53.0,8.8,0,3,8.1,6.1,100.0,10,-2.7,1.72,0,0.0,80.0,2,11.1,0,0.0,82.5,0.0,0,0,0.0,3.8
Blake Shapen,122282,QB,MISS STATE,4,-3.26,3.19,76.1,97,10.8,2.79,7,6.6,66.0,46,8.6,1,23.9,119.6,8.8,8,6,4.4,9.4,82.8,68,6.5,2.37,4,5.5,69.1,19,11.3,1,21.1,110.3,4.9,5,4,4.6,7.7,71.8,41,14.1,3.09,3,6.5,65.9,28,3.6,0,25.0,126.9,12.3,3,2,3.2,10.9,100.0,12,-3.3,1.48,0,0.0,83.3,1,9.1,0,0.0,86.8,0.0,0,0,0.0,4.8
Ben Gulbranson,131734,QB,OREGON ST,4,11.99,5.17,70.5,120,10.7,2.7,4,3.1,60.0,39,8.9,4,12.8,81.7,3.9,4,5,3.6,7.8,62.8,82,8.9,2.45,4,4.4,56.1,24,6.1,4,16.7,59.2,4.5,2,5,5.2,5.4,87.8,47,11.9,2.98,0,0.0,68.1,15,11.1,0,6.7,117.2,2.1,2,0,0.0,10.6,85.7,9,-2.9,1.7,0,0.0,66.7,0,0.0,0,,70.1,0.0,0,0,0.0,1.1
Santino Marucci,144197,QB,NEW MEX ST,7,-0.76,0.67,52.8,88,14.5,2.92,0,0.0,37.5,39,13.2,5,17.9,39.7,6.4,3,8,6.6,4.5,59.7,75,9.3,2.72,0,0.0,44.0,35,10.8,3,17.1,44.9,6.5,1,4,3.9,4.4,57.6,37,12.6,2.75,0,0.0,43.2,13,15.8,2,7.7,54.8,2.4,2,4,9.1,5.1,78.3,24,-2.3,1.89,0,0.0,66.7,9,11.1,0,0.0,79.2,0.0,0,0,0.0,5.2
Dylan Rizk,174360,QB,UCF,6,-13.84,1.41,64.8,99,12.7,3.03,4,4.0,54.5,31,8.5,2,16.1,89.0,4.5,5,6,5.2,7.9,73.4,66,8.9,2.95,0,0.0,66.7,25,6.4,1,20.0,90.5,6.3,2,4,5.0,7.0,65.2,53,11.7,2.68,4,7.4,52.8,8,6.7,1,0.0,92.0,0.0,3,2,3.6,8.4,94.7,20,-2.8,1.83,0,0.0,90.0,2,0.0,0,0.0,91.5,0.0,0,0,0.0,6.0
KJ Jefferson,99129,QB,UCF,5,20.03,8.47,62.8,92,13.8,3.29,5,5.2,55.4,47,5.6,4,27.7,96.0,11.3,7,7,5.8,9.7,53.8,53,10.6,3.07,1,1.9,49.1,28,7.1,3,39.3,46.7,15.5,1,4,5.6,5.1,78.0,55,11.6,3.12,4,6.7,69.1,19,2.6,1,10.5,140.5,3.3,6,3,4.6,13.5,81.3,16,-3.3,1.69,0,0.0,81.3,0,0.0,0,,97.7,0.0,0,0,0.0,7.4
Luke Kromenhoek,183305,QB,FLORIDA ST,6,-14.29,3.04,60.3,69,13.9,3.52,7,9.6,49.3,56,10.5,2,46.4,69.8,23.2,2,5,4.2,7.0,66.0,56,9.1,3.32,4,6.8,57.1,43,8.6,0,46.5,76.3,21.5,1,4,4.0,5.0,56.5,28,15.9,3.52,3,10.3,42.9,17,7.7,2,35.3,65.2,16.7,2,1,2.7,8.0,76.9,15,-2.4,2.46,0,0.0,66.7,4,0.0,0,0.0,92.4,0.0,1,0,0.0,1.3
Kaden Anderson,127312,QB,WYOMING,9,8.37,0.5,66.7,104,12.9,2.9,8,7.3,51.9,41,15.6,3,2.4,86.3,0.9,6,5,4.4,8.1,66.7,76,10.8,2.62,5,6.4,55.3,34,12.5,2,2.9,87.2,1.3,4,3,3.8,7.8,80.0,44,10.8,2.98,3,6.3,63.6,9,12.5,1,0.0,95.4,0.0,2,2,4.1,8.3,100.0,16,-1.8,1.78,0,0.0,100.0,2,0.0,0,0.0,96.9,0.0,0,0,0.0,7.3
Max Brown,157756,QB,CHARLOTTE,5,2.76,0.39,56.3,90,13.9,3.15,7,7.3,44.4,46,0.0,6,21.7,46.7,8.8,3,11,9.1,5.8,56.1,71,14.0,3.09,5,6.7,45.1,36,0.0,4,16.7,54.7,6.7,3,10,10.6,5.9,64.7,23,10.5,3.16,2,8.0,47.8,11,0.0,2,36.4,31.8,13.8,0,1,3.2,6.3,100.0,4,-4.0,2.0,0,0.0,75.0,1,0.0,0,0.0,104.2,0.0,0,0,0.0,9.5
Bryson Daily,147303,QB,ARMY,13,-1.61,4.37,61.3,101,16.9,2.91,10,9.1,51.5,46,8.8,4,6.5,99.4,2.7,9,11,9.2,9.9,61.9,45,13.7,2.45,2,3.9,53.3,19,7.7,1,10.5,82.4,3.9,2,3,5.3,7.3,62.3,58,18.7,3.21,8,13.1,51.7,28,9.1,3,7.1,111.7,3.2,7,8,12.1,11.6,100.0,2,-1.5,1.57,0,0.0,100.0,1,0.0,0,100.0,79.2,33.3,0,0,0.0,2.0
Forrest Brock,173260,QB,TEMPLE,3,-7.61,-0.09,58.3,76,9.8,2.74,2,2.3,52.6,36,4.8,4,22.2,55.4,9.2,1,3,3.1,6.5,67.9,83,6.5,2.42,2,2.2,60.2,28,5.7,3,17.9,63.3,5.6,1,1,1.0,5.3,55.6,19,7.8,2.75,0,0.0,52.6,11,0.0,2,27.3,28.1,13.0,0,2,7.7,5.2,87.5,26,-2.5,1.63,0,0.0,76.9,3,4.8,1,0.0,62.7,0.0,0,0,0.0,1.8
Grant Wilson,143041,QB,DOMINION,3,8.31,4.0,58.8,72,11.7,2.97,3,3.9,48.6,41,12.5,3,29.3,70.9,13.2,4,8,8.2,6.5,63.8,62,8.1,2.77,2,3.1,53.2,33,10.8,2,27.3,63.3,11.8,2,4,5.0,4.7,68.0,26,11.7,2.98,1,3.6,61.5,12,5.9,1,25.0,99.2,9.4,2,4,11.8,8.7,93.3,16,-2.1,2.11,0,0.0,87.5,4,0.0,0,0.0,79.2,0.0,0,0,0.0,2.9
Graham Mertz,97994,QB,FLORIDA,5,-7.36,3.68,79.7,82,9.2,2.99,4,4.5,73.2,28,4.8,2,14.3,114.9,4.2,6,5,4.8,9.0,85.7,66,5.0,2.56,2,2.8,78.8,19,3.7,2,15.8,104.7,4.0,4,5,6.1,7.3,75.0,28,13.4,3.39,2,6.7,71.4,9,4.8,0,11.1,131.3,3.1,2,0,0.0,11.0,100.0,12,-2.9,1.37,0,0.0,100.0,0,0.0,0,,84.4,0.0,0,0,0.0,4.3
Chandler Fields,97286,QB,LA LAFAYET,7,-0.95,-0.41,75.7,75,12.3,3.25,7,8.9,69.3,22,1.9,1,18.2,122.5,4.4,5,1,1.1,11.0,78.3,50,10.5,2.96,5,9.6,72.0,13,0.0,0,15.4,138.6,3.3,5,1,1.6,10.4,77.8,38,10.1,3.1,2,5.0,71.1,10,3.6,1,20.0,91.8,4.5,0,0,0.0,9.9,91.7,13,-1.1,1.45,0,0.0,84.6,1,0.0,0,0.0,88.5,0.0,0,0,0.0,5.2
Ryan Browne,174949,QB,PURDUE,8,2.51,4.33,63.8,63,11.1,3.93,4,6.0,52.4,48,10.8,2,20.8,82.6,11.2,4,5,5.3,7.0,67.4,45,9.2,3.42,3,6.3,55.6,28,13.8,2,17.9,66.4,8.5,2,4,6.3,5.2,66.7,31,8.8,3.95,1,3.1,58.1,20,0.0,0,25.0,111.8,11.6,2,1,2.3,9.5,83.3,13,-0.9,1.68,0,0.0,76.9,0,0.0,0,,96.0,0.0,0,0,0.0,7.2
Arch Manning,173162,QB,TEXAS,7,5.43,5.7,69.7,70,15.2,3.03,6,8.1,61.4,25,6.5,2,28.0,126.5,8.6,8,2,2.3,11.3,74.5,49,10.6,2.56,4,7.8,65.3,12,8.6,1,25.0,114.7,5.6,5,0,0.0,7.8,78.9,41,11.8,2.95,2,4.7,70.7,14,3.3,1,28.6,135.5,8.5,4,2,4.1,13.5,100.0,20,-3.2,1.55,0,0.0,90.0,1,5.3,0,0.0,114.4,0.0,1,0,0.0,7.5
John Busha,173849,QB,AIR FORCE,6,-20.0,-1.63,50.7,79,15.2,3.08,4,4.9,35.4,38,22.2,5,18.4,31.1,7.5,1,5,5.2,5.2,55.2,65,14.6,2.89,3,4.4,40.0,29,18.8,2,24.1,50.4,9.2,1,3,3.8,5.4,35.7,15,15.9,3.71,1,6.7,20.0,9,40.0,3,0.0,3.3,0.0,0,2,11.1,3.8,100.0,1,-5.0,0.7,0,0.0,100.0,0,0.0,0,,79.2,0.0,0,0,0.0,-1.0
Grayson McCall,98002,QB,NC STATE,4,-11.97,1.2,72.7,69,10.6,2.93,1,1.3,62.3,25,10.4,2,16.0,81.3,4.9,2,3,3.4,7.1,79.6,51,7.1,2.74,1,1.9,70.6,18,7.7,1,22.2,91.0,6.3,2,1,1.5,6.0,71.4,29,11.4,2.81,0,0.0,58.6,7,15.0,1,0.0,78.2,0.0,1,2,5.9,7.2,100.0,11,-3.3,1.63,0,0.0,90.9,0,9.1,0,,109.5,0.0,1,0,0.0,2.5
Devin Kargman,156913,QB,KENT STATE,4,-5.22,2.72,54.7,70,11.4,2.52,3,3.9,48.6,31,2.9,2,22.6,67.0,8.9,3,3,3.5,5.3,62.9,67,9.8,2.49,2,2.9,55.2,27,5.1,1,18.5,71.5,6.8,2,3,3.9,4.7,53.3,16,7.4,2.07,1,5.3,50.0,5,0.0,1,40.0,69.5,11.1,1,0,0.0,7.4,92.3,13,-0.5,1.75,0,0.0,84.6,1,8.3,0,0.0,87.5,0.0,0,0,0.0,5.0
Bishop Davenport,163426,QB,S ALABAMA,6,9.02,4.06,67.2,63,10.8,2.85,2,2.9,52.4,24,15.4,1,8.3,86.3,2.7,3,3,3.8,7.5,69.4,38,5.7,2.7,0,0.0,55.3,16,16.0,1,6.3,68.5,2.1,1,2,4.0,5.4,74.4,42,9.8,2.59,2,4.5,64.3,13,6.9,0,7.7,111.0,2.2,2,1,2.1,9.5,88.2,17,-2.2,1.8,0,0.0,88.2,5,0.0,0,0.0,98.5,0.0,0,0,0.0,7.6
Drew Pyne,122910,QB,MISSOURI,6,17.61,0.99,68.9,71,8.1,2.73,1,1.3,54.9,29,7.1,3,10.3,60.2,3.8,2,4,4.8,4.9,67.3,57,6.5,2.43,1,1.7,54.4,21,6.1,1,14.3,70.7,4.8,2,2,3.0,4.5,82.6,25,6.0,2.89,0,0.0,72.0,10,5.3,2,10.0,65.1,3.7,1,2,6.9,5.5,90.9,11,-3.6,1.56,0,0.0,90.9,2,0.0,0,50.0,114.0,8.3,1,0,0.0,4.1
Tony Muskett,142933,QB,VIRGINIA,7,6.26,3.6,67.7,68,11.2,2.83,3,3.9,55.9,30,13.6,3,23.3,75.9,8.6,3,4,4.5,7.4,69.6,58,9.8,2.57,3,4.5,56.9,25,15.4,3,20.0,65.2,7.6,2,4,5.4,6.2,66.7,19,8.4,3.03,0,0.0,63.2,6,0.0,0,33.3,113.0,8.3,1,0,0.0,9.8,77.8,9,-3.1,1.5,0,0.0,77.8,1,0.0,0,0.0,85.2,0.0,0,0,0.0,4.4
Jadyn Glasser,184670,QB,C MICHIGAN,4,-32.5,-2.07,63.5,68,12.8,2.68,2,2.7,50.0,35,15.0,4,28.6,52.5,12.5,2,6,7.0,5.6,73.1,56,8.3,2.58,1,1.7,62.5,29,7.9,2,13.8,65.6,6.5,0,5,7.6,6.3,50.0,20,19.8,2.68,1,4.5,30.0,8,33.3,2,75.0,38.5,22.2,2,1,3.4,4.3,100.0,8,-3.0,1.96,0,0.0,87.5,2,0.0,0,0.0,96.4,0.0,0,0,0.0,7.1
AJ Hairston,184157,QB,UMASS,4,-10.33,-1.61,66.1,67,10.9,2.87,1,1.4,53.7,26,7.7,0,26.9,100.6,8.4,5,2,2.2,6.9,65.9,48,9.2,2.87,1,1.9,58.3,21,3.4,0,28.6,108.2,9.7,4,1,1.5,7.1,66.7,25,11.0,2.59,0,0.0,48.0,5,14.3,0,20.0,78.4,3.7,1,1,3.3,5.5,66.7,6,-1.2,1.6,0,0.0,66.7,0,0.0,0,,70.1,0.0,0,0,0.0,2.7
Jacurri Brown,156344,QB,UCF,6,21.23,3.79,55.6,59,14.1,3.22,3,5.1,49.2,23,3.3,4,21.7,46.4,6.4,1,4,5.1,6.2,50.0,38,14.6,3.24,2,5.3,42.1,14,5.9,2,21.4,32.7,6.4,0,3,6.4,4.2,67.9,30,9.0,2.92,1,3.3,63.3,12,0.0,2,16.7,71.4,5.0,1,1,2.5,8.0,75.0,9,-1.8,1.92,0,0.0,66.7,3,0.0,0,0.0,71.5,0.0,0,0,0.0,3.3
T.J. Finley,124093,QB,W KENTUCKY,3,-19.49,0.08,74.6,65,9.2,2.39,1,1.5,60.0,18,11.4,2,11.1,72.4,2.7,1,3,4.0,6.7,76.8,59,6.6,2.26,0,0.0,69.5,15,4.7,1,13.3,85.3,3.0,1,2,2.9,6.4,80.0,18,8.7,2.26,1,5.6,50.0,3,25.0,1,0.0,47.7,0.0,0,1,5.6,6.5,91.7,12,-3.3,1.48,0,0.0,91.7,0,0.0,0,,87.2,0.0,0,0,0.0,4.9
Tyler Jefferson,171233,QB,C MICHIGAN,7,-13.26,0.78,52.9,56,15.6,3.17,2,3.3,46.4,35,3.7,1,22.9,54.2,9.9,0,6,6.9,5.0,60.6,37,13.0,3.03,0,0.0,51.4,21,5.0,0,14.3,64.2,5.4,0,4,6.7,4.6,40.0,21,18.2,3.2,2,8.7,38.1,14,0.0,1,35.7,36.6,17.9,0,2,6.7,5.4,50.0,2,-3.0,1.0,0,0.0,50.0,0,0.0,0,,56.3,0.0,0,0,0.0,2.5
Jack Turner,162969,QB,LA TECH,6,-0.66,2.71,61.1,57,11.3,2.66,4,6.9,50.9,15,12.1,1,26.7,79.1,6.3,2,4,6.3,7.2,61.5,53,8.6,2.49,2,3.7,52.8,13,12.5,2,30.8,52.8,6.7,0,5,8.2,5.4,66.7,23,5.6,2.39,2,8.7,52.2,6,14.3,0,0.0,108.2,0.0,2,0,0.0,8.1,68.4,19,-2.5,1.84,0,0.0,57.9,4,15.4,1,0.0,41.1,0.0,0,1,5.0,3.1
William Watson III,174771,QB,VA TECH,3,-1.08,2.78,62.5,53,13.4,3.34,3,5.3,54.7,39,3.3,2,30.8,74.1,16.2,1,3,3.8,8.6,63.9,39,10.9,3.12,1,2.3,59.0,21,0.0,2,28.6,60.6,12.5,0,2,3.8,7.4,70.6,19,14.1,3.36,2,10.5,57.9,20,8.3,0,40.0,110.2,22.9,1,2,5.7,10.2,100.0,5,-2.4,2.28,0,0.0,100.0,2,0.0,0,100.0,87.5,22.2,0,1,11.1,5.0
Kasen Weisman,171910,QB,FAU,5,-0.77,0.55,62.5,66,11.7,3.67,4,5.7,48.5,37,8.6,3,2.7,58.3,1.3,2,5,6.3,5.9,63.6,51,9.4,3.45,3,5.5,52.9,29,3.6,3,3.4,50.9,1.8,1,5,8.1,5.5,75.0,23,10.7,3.65,1,4.3,52.2,10,20.0,0,0.0,85.1,0.0,1,0,0.0,6.0,100.0,8,-3.8,2.03,0,0.0,87.5,2,12.5,0,0.0,80.2,0.0,0,0,0.0,3.3
Micah Alejado,184162,QB,HAWAII,3,-10.77,-5.55,75.8,66,10.4,2.79,2,2.9,68.2,15,4.3,0,20.0,124.4,3.8,6,0,0.0,8.5,78.7,65,9.7,2.77,2,3.0,70.8,13,4.2,0,15.4,128.3,2.7,6,0,0.0,8.8,60.0,5,8.0,2.34,0,0.0,60.0,2,0.0,0,50.0,65.4,14.3,0,0,0.0,3.2,100.0,4,-4.3,1.58,0,0.0,100.0,0,0.0,0,,94.8,0.0,0,0,0.0,6.8
John Alan Richter,156999,QB,TOLEDO,5,-12.7,2.0,72.9,62,11.5,2.96,4,6.0,61.3,28,11.6,0,17.9,106.5,6.7,4,1,1.3,7.6,76.0,53,9.6,2.81,3,5.3,66.0,17,7.9,0,23.5,104.6,6.5,3,1,1.5,6.9,66.7,15,11.7,2.91,1,6.3,53.3,11,20.0,0,9.1,105.7,5.3,1,0,0.0,8.9,83.3,6,-3.7,1.32,0,0.0,83.3,0,0.0,0,,83.3,0.0,0,0,0.0,4.0
Cade McConnell,73935,QB,UTEP,4,-12.26,3.96,62.3,54,10.8,2.82,5,8.5,46.3,22,24.2,3,22.7,61.7,8.1,2,7,10.3,7.6,75.0,56,6.3,2.36,2,3.4,58.9,15,21.4,1,13.3,83.9,3.3,2,4,6.5,6.8,57.1,15,13.4,3.02,3,16.7,46.7,9,12.5,2,33.3,85.7,14.3,2,3,12.0,10.7,100.0,17,-2.0,1.6,0,0.0,88.2,2,11.8,0,0.0,137.0,0.0,2,0,0.0,7.5
Brendan Sullivan,145034,QB,IOWA,6,7.35,5.2,81.4,46,7.6,3.58,2,4.1,67.4,32,11.4,3,25.0,84.7,11.1,2,5,6.7,9.4,81.3,34,4.9,3.5,0,0.0,67.6,23,11.5,3,21.7,60.0,9.8,1,3,5.8,6.9,84.2,20,7.5,3.16,2,9.1,75.0,9,6.3,0,33.3,148.1,10.0,2,2,6.3,12.1,87.5,8,-3.5,1.74,0,0.0,87.5,0,0.0,0,,128.1,0.0,1,0,0.0,5.3
Jase Bauer,145714,QB,SM HOUSTON,7,-14.15,-0.12,69.0,48,11.0,3.11,2,3.9,54.2,27,10.3,1,14.8,72.1,6.3,2,1,1.5,4.7,79.2,53,7.8,2.8,2,3.6,64.2,24,10.5,1,12.5,79.8,4.4,2,0,0.0,4.7,66.7,12,3.9,2.81,0,0.0,50.0,6,0.0,0,16.7,62.8,7.7,0,1,7.7,4.6,100.0,17,-3.5,1.64,0,0.0,82.4,3,6.7,0,0.0,85.5,0.0,0,0,0.0,4.5
Zach Pyron,156309,QB,GA TECH,5,22.59,2.35,59.5,49,12.5,3.1,1,2.0,40.8,21,20.0,3,19.0,44.3,6.5,1,5,7.9,6.5,64.3,48,8.9,2.7,1,2.0,45.8,15,18.5,3,13.3,50.8,3.5,2,4,6.9,5.4,81.3,19,6.6,2.88,0,0.0,68.4,8,0.0,0,25.0,91.6,8.7,0,1,4.3,7.8,93.8,18,-2.9,1.58,0,0.0,83.3,2,0.0,0,0.0,106.5,0.0,1,0,0.0,5.1
Aaron Philo,183222,QB,GA TECH,4,20.12,1.79,59.7,66,15.6,2.91,7,10.6,45.5,21,18.9,2,0.0,64.5,0.0,1,1,1.4,7.7,60.4,51,13.6,2.82,4,7.8,45.1,17,20.7,2,0.0,59.4,0.0,1,0,0.0,7.1,72.7,23,13.5,2.8,3,13.0,65.2,4,6.3,0,0.0,93.4,0.0,0,1,4.3,8.9,100.0,8,-1.8,1.91,0,0.0,100.0,0,0.0,0,,96.4,0.0,0,0,0.0,7.1
Maealiuaki Smith,183921,QB,OKLA STATE,4,-2.43,3.94,58.3,63,10.5,2.44,2,2.9,52.4,17,5.7,4,23.5,56.4,6.0,2,5,6.8,6.4,64.4,47,6.9,2.17,0,0.0,59.6,10,3.4,4,30.0,44.3,6.0,1,5,9.4,5.0,66.7,28,10.5,2.48,2,6.3,57.1,7,11.1,0,14.3,99.0,3.4,1,0,0.0,9.0,100.0,12,-3.0,1.43,0,0.0,91.7,0,8.3,0,,96.5,0.0,0,0,0.0,7.2
Tyriq Starks,156514,QB,FAU,4,-13.08,0.68,68.2,49,9.6,3.14,0,0.0,55.1,30,10.0,2,16.7,85.4,7.9,4,4,6.0,6.5,74.1,29,3.2,2.7,0,0.0,69.0,13,0.0,1,7.7,91.6,2.8,1,1,2.7,8.4,71.0,34,9.2,3.08,0,0.0,55.9,20,13.6,1,20.0,113.7,9.8,5,3,6.8,9.1,85.7,14,-3.5,1.84,0,0.0,85.7,3,0.0,0,0.0,158.3,0.0,2,0,0.0,16.5
Goose Crowder,144781,QB,TROY,4,6.21,-3.72,77.3,48,11.7,3.25,5,10.0,60.4,26,14.7,0,11.5,120.0,4.8,4,2,2.9,9.5,78.4,38,10.6,3.17,5,12.5,65.8,19,13.8,0,15.8,125.5,5.9,3,1,1.8,10.2,90.9,25,4.8,2.66,0,0.0,72.0,7,10.0,0,0.0,115.6,0.0,2,1,3.7,6.4,100.0,15,-0.9,1.96,0,0.0,93.3,0,6.7,0,,113.6,0.0,1,0,0.0,5.9
Gunner Stockton,157072,QB,GEORGIA,4,20.83,3.67,71.7,51,10.6,2.89,2,3.7,62.7,30,3.0,1,23.3,84.7,11.3,1,3,4.6,7.7,67.6,40,8.1,2.59,0,0.0,62.5,17,0.0,1,29.4,66.7,10.4,0,3,6.0,5.5,95.5,24,6.6,2.72,2,8.0,83.3,14,4.8,0,14.3,118.8,7.1,1,0,0.0,9.2,100.0,13,-3.2,1.52,0,0.0,100.0,1,0.0,0,0.0,82.4,0.0,0,0,0.0,3.8
MJ Morris,157404,QB,MARYLAND,6,-17.09,-3.08,68.1,50,10.7,2.69,3,5.6,56.0,28,12.5,5,28.6,69.6,12.7,5,4,5.9,6.5,72.0,52,8.8,2.57,3,5.5,61.5,27,11.1,5,33.3,65.2,14.1,4,4,6.0,6.2,57.1,9,6.3,2.43,0,0.0,44.4,4,0.0,0,0.0,89.1,0.0,1,0,0.0,3.1,80.0,11,-2.0,1.78,0,0.0,72.7,3,0.0,0,33.3,75.2,8.3,0,0,0.0,2.3
Nicco Marchiol,157363,QB,W VIRGINIA,7,13.89,2.26,68.9,46,12.8,3.39,5,9.8,58.7,21,12.9,2,38.1,102.0,12.5,5,3,4.3,7.9,72.2,36,11.4,3.01,4,10.0,61.1,15,15.4,2,33.3,77.3,10.4,2,3,5.8,6.9,78.9,20,7.1,3.7,1,4.8,75.0,6,0.0,0,50.0,142.5,11.1,3,1,3.6,9.2,100.0,10,-3.1,2.5,0,0.0,100.0,0,0.0,0,,96.3,0.0,0,1,9.1,7.1
Tyler Van Dyke,122225,QB,WISCONSIN,3,-3.57,1.99,67.3,56,9.0,3.12,2,3.3,58.9,18,5.7,0,22.2,84.1,6.5,1,1,1.5,6.5,75.6,45,5.4,2.76,1,2.1,64.4,14,6.5,0,21.4,78.8,6.1,0,1,1.9,5.5,68.2,23,10.1,3.2,1,4.2,60.9,5,6.7,0,20.0,98.6,4.0,1,0,0.0,7.5,100.0,12,-2.1,1.83,0,0.0,83.3,1,9.1,0,0.0,87.5,0.0,0,0,0.0,5.0
Cameron Rising,77663,QB,UTAH,3,-5.82,-2.27,60.7,60,11.4,3.01,1,1.6,48.3,21,14.7,3,14.3,89.8,4.4,6,4,5.6,8.4,67.4,47,7.3,2.85,1,2.0,53.2,18,13.8,3,16.7,93.0,5.5,5,4,7.0,9.1,52.6,19,16.3,2.95,0,0.0,47.4,3,10.0,0,0.0,104.9,0.0,2,0,0.0,6.8,83.3,6,-2.8,1.4,0,0.0,83.3,0,0.0,0,,142.4,0.0,1,0,0.0,8.7
Mike Wright,124366,QB,NWESTERN,3,-14.12,1.17,61.4,50,13.5,3.08,2,3.8,50.0,19,7.4,1,0.0,60.0,0.0,0,4,6.7,5.9,68.1,51,8.6,2.72,0,0.0,60.8,15,3.1,1,0.0,65.8,0.0,0,3,5.0,5.1,66.7,15,13.2,2.92,2,13.3,46.7,5,12.5,0,0.0,67.1,0.0,0,1,6.3,6.3,86.7,16,-2.0,1.69,0,0.0,81.3,1,0.0,0,0.0,82.0,0.0,0,0,0.0,3.7
