player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,deep_attempts,deep_completion_percent,deep_accuracy_percent,deep_ypa,deep_big_time_throws,deep_btt_rate,deep_turnover_worthy_plays,deep_twp_rate,deep_interceptions,deep_touchdowns,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_def_gen_pressures,deep_pressure_to_sack_rate,deep_sack_percent,deep_qb_rating,medium_attempts,medium_completion_percent,medium_accuracy_percent,medium_ypa,medium_big_time_throws,medium_btt_rate,medium_turnover_worthy_plays,medium_twp_rate,medium_interceptions,medium_touchdowns,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_def_gen_pressures,medium_pressure_to_sack_rate,medium_sack_percent,medium_qb_rating,short_attempts,short_completion_percent,short_accuracy_percent,short_ypa,short_big_time_throws,short_btt_rate,short_turnover_worthy_plays,short_twp_rate,short_interceptions,short_touchdowns,short_avg_depth_of_target,short_avg_time_to_throw,short_def_gen_pressures,short_pressure_to_sack_rate,short_sack_percent,short_qb_rating,behind_los_attempts,behind_los_completion_percent,behind_los_accuracy_percent,behind_los_ypa,behind_los_big_time_throws,behind_los_btt_rate,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_interceptions,behind_los_touchdowns,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_def_gen_pressures,behind_los_pressure_to_sack_rate,behind_los_sack_percent,behind_los_qb_rating
Santino Marucci,144197,QB,NEW MEX ST,7,112,134,22,9.1,18.2,3.2,0,0.0,4,15.4,3,0,29.3,2.96,6,0.0,0.0,0.9,19,42.1,42.1,6.6,0,0.0,2,9.1,1,1,13.3,2.79,5,0.0,0.0,60.4,35,74.3,85.7,6.8,0,0.0,0,0.0,1,2,4.4,1.97,7,0.0,0.0,99.6,19,68.4,73.7,4.4,0,0.0,0,0.0,0,0,-3.1,1.64,5,0.0,0.0,77.3
Dylan Rizk,174360,QB,UCF,6,119,132,21,42.9,52.4,14.2,4,18.2,1,4.5,0,4,28.6,3.06,5,0.0,0.0,129.5,24,54.2,62.5,8.7,0,0.0,0,0.0,1,0,13.8,2.8,1,0.0,0.0,66.1,47,72.3,74.5,6.1,0,0.0,3,6.3,1,1,5.2,2.58,12,0.0,0.0,86.0,18,88.9,88.9,6.1,0,0.0,0,0.0,0,0,-3.8,1.91,2,0.0,0.0,92.1
KJ Jefferson,99129,QB,UCF,5,108,131,20,35.0,35.0,15.3,5,21.7,2,8.7,1,2,30.9,3.18,6,0.0,0.0,95.8,31,58.1,61.3,12.3,0,0.0,3,9.1,2,4,14.1,3.0,7,0.0,0.0,114.2,33,72.7,78.8,6.4,0,0.0,1,3.0,1,1,4.5,2.81,10,0.0,0.0,86.7,18,83.3,83.3,6.5,0,0.0,0,0.0,0,0,-3.9,1.96,1,0.0,0.0,93.8
Luke Kromenhoek,183305,QB,FLORIDA ST,6,84,129,16,25.0,43.8,10.4,7,41.2,2,11.8,2,1,32.9,3.15,3,0.0,0.0,51.8,17,41.2,47.1,6.5,0,0.0,1,5.3,0,1,13.9,3.04,2,0.0,0.0,83.2,32,71.9,71.9,6.5,0,0.0,0,0.0,0,1,4.1,2.59,8,0.0,0.0,99.5,11,90.9,90.9,1.5,0,0.0,0,0.0,0,0,-4.3,2.63,3,0.0,0.0,79.2
Kaden Anderson,127312,QB,WYOMING,9,120,123,23,47.8,47.8,17.9,8,30.8,3,11.5,2,4,29.6,2.97,8,0.0,0.0,97.4,25,36.0,56.0,6.5,0,0.0,1,3.8,1,0,13.7,2.54,12,0.0,0.0,42.4,48,70.8,81.3,6.1,0,0.0,1,2.0,0,1,4.6,2.57,13,0.0,0.0,93.4,16,100.0,100.0,5.8,0,0.0,0,0.0,0,1,-2.2,1.83,3,0.0,0.0,111.7
Max Brown,157756,QB,CHARLOTTE,5,94,118,19,31.6,31.6,9.6,5,22.7,5,22.7,2,2,29.9,2.96,5,0.0,0.0,64.0,19,52.6,52.6,9.9,2,10.0,3,15.0,3,1,14.5,2.63,6,0.0,0.0,65.4,31,74.2,74.2,4.8,0,0.0,1,3.1,1,0,4.8,2.26,5,0.0,0.0,70.5,5,80.0,80.0,8.0,0,0.0,0,0.0,0,0,-3.4,1.86,2,0.0,0.0,100.0
Bryson Daily,147303,QB,ARMY,13,103,114,39,33.3,38.5,11.7,8,19.0,5,11.9,3,5,27.3,2.94,17,0.0,0.0,86.1,22,63.6,68.2,13.9,2,7.7,5,19.2,0,3,16.0,3.18,7,0.0,0.0,146.8,31,77.4,83.9,5.8,0,0.0,1,3.0,1,0,5.1,2.19,8,0.0,0.0,77.4,3,100.0,100.0,20.3,0,0.0,0,0.0,0,1,-3.3,2.23,1,0.0,0.0,158.3
Forrest Brock,173260,QB,TEMPLE,3,102,113,10,10.0,20.0,2.3,2,14.3,1,7.1,1,1,28.6,3.27,7,0.0,0.0,33.3,16,81.3,81.3,13.8,0,0.0,0,0.0,0,0,13.5,2.69,5,0.0,0.0,118.8,50,58.0,60.0,5.2,0,0.0,2,3.8,4,0,4.3,2.38,10,0.0,0.0,38.8,20,85.0,90.0,1.7,0,0.0,0,0.0,0,0,-3.5,1.54,1,0.0,0.0,79.2
Grant Wilson,143041,QB,DOMINION,3,88,108,11,27.3,27.3,13.4,2,15.4,2,15.4,1,2,30.7,3.59,7,0.0,0.0,80.9,22,45.5,45.5,8.2,1,4.2,2,8.3,2,2,13.2,2.68,5,0.0,0.0,66.7,38,65.8,78.9,3.9,0,0.0,1,2.6,0,0,4.3,2.62,12,0.0,0.0,73.4,12,91.7,91.7,3.3,0,0.0,0,0.0,0,0,-2.8,1.88,2,0.0,0.0,80.2
Graham Mertz,97994,QB,FLORIDA,5,94,107,11,36.4,36.4,7.8,2,14.3,1,7.1,1,2,26.7,3.01,5,0.0,0.0,66.7,25,72.0,80.0,13.9,2,7.7,1,3.8,0,3,14.7,3.02,6,0.0,0.0,153.8,34,85.3,88.2,7.9,0,0.0,2,5.7,1,1,3.1,2.47,4,0.0,0.0,97.2,21,100.0,100.0,4.2,0,0.0,0,0.0,0,0,-3.4,1.8,4,0.0,0.0,84.3
Chandler Fields,97286,QB,LA LAFAYET,7,88,104,12,58.3,58.3,22.9,7,58.3,0,0.0,0,3,31.5,3.43,2,0.0,0.0,142.4,22,63.6,68.2,13.6,0,0.0,1,4.2,0,1,15.0,3.22,3,0.0,0.0,122.3,41,85.4,85.4,6.8,0,0.0,0,0.0,1,1,3.8,2.32,5,0.0,0.0,92.9,7,100.0,100.0,6.3,0,0.0,0,0.0,0,0,-2.6,1.33,0,,0.0,92.9
Ryan Browne,174949,QB,PURDUE,8,76,102,9,22.2,33.3,12.8,3,30.0,1,10.0,1,1,31.2,3.13,3,0.0,0.0,76.6,17,47.1,58.8,7.6,1,5.6,1,5.6,1,2,14.6,3.6,5,0.0,0.0,87.6,32,65.6,68.8,6.1,0,0.0,2,5.9,0,1,4.5,2.97,13,0.0,0.0,92.4,12,100.0,100.0,7.8,0,0.0,0,0.0,0,0,-3.3,2.03,3,0.0,0.0,99.0
Arch Manning,173162,QB,TEXAS,7,90,101,19,42.1,47.4,17.2,5,25.0,2,10.0,1,4,33.3,3.08,6,0.0,0.0,106.9,18,61.1,61.1,12.7,1,5.0,0,0.0,0,2,14.1,2.91,2,0.0,0.0,142.1,25,84.0,92.0,9.0,0,0.0,0,0.0,1,2,5.3,2.4,2,0.0,0.0,114.3,23,91.3,95.7,6.9,0,0.0,0,0.0,0,1,-3.3,1.82,3,0.0,0.0,109.8
John Busha,173849,QB,AIR FORCE,6,80,94,22,31.8,31.8,9.0,3,13.6,3,13.6,3,0,31.7,3.59,9,0.0,0.0,26.5,17,23.5,35.3,3.6,0,0.0,2,11.1,2,0,14.3,2.78,5,0.0,0.0,2.7,27,51.9,70.4,3.9,0,0.0,0,0.0,0,0,5.4,2.23,6,0.0,0.0,61.5,6,66.7,83.3,7.5,1,16.7,0,0.0,0,1,-2.8,2.7,2,0.0,0.0,128.5
Grayson McCall,98002,QB,NC STATE,4,80,94,11,27.3,27.3,6.2,1,7.1,1,7.1,0,1,25.9,2.8,4,0.0,0.0,83.1,21,52.4,66.7,9.9,0,0.0,0,0.0,0,1,14.1,3.06,7,0.0,0.0,102.9,33,84.8,90.9,6.6,0,0.0,1,2.9,2,0,3.8,2.37,3,0.0,0.0,68.9,12,91.7,100.0,2.0,0,0.0,0,0.0,0,1,-3.7,1.32,1,0.0,0.0,106.9
Devin Kargman,156913,QB,KENT STATE,4,83,92,12,25.0,25.0,7.3,3,20.0,0,0.0,1,3,31.9,2.56,5,0.0,0.0,62.5,12,8.3,8.3,1.2,0,0.0,1,7.1,1,0,14.7,3.16,6,0.0,0.0,4.9,38,71.1,73.7,6.6,0,0.0,0,0.0,0,0,5.5,2.06,8,0.0,0.0,88.9,15,93.3,100.0,5.4,0,0.0,0,0.0,0,0,-3.1,1.77,0,,0.0,89.2
Bishop Davenport,163426,QB,S ALABAMA,6,80,92,10,40.0,40.0,15.1,2,18.2,1,9.1,0,2,34.0,3.07,2,0.0,0.0,127.1,16,68.8,81.3,10.1,0,0.0,2,11.1,0,0,12.4,2.74,1,0.0,0.0,101.3,31,51.6,64.5,5.3,0,0.0,0,0.0,1,1,3.4,2.3,12,0.0,0.0,64.4,18,94.4,94.4,7.1,0,0.0,0,0.0,0,0,-3.1,1.92,5,0.0,0.0,96.3
Drew Pyne,122910,QB,MISSOURI,6,82,90,7,14.3,14.3,4.7,1,12.5,3,37.5,2,0,29.0,2.93,1,0.0,0.0,7.1,13,61.5,69.2,8.8,0,0.0,0,0.0,0,2,13.4,2.73,7,0.0,0.0,129.5,35,65.7,71.4,5.0,0,0.0,1,2.9,1,0,4.0,1.95,6,0.0,0.0,65.7,17,100.0,100.0,4.4,0,0.0,0,0.0,0,1,-3.5,1.83,2,0.0,0.0,104.7
Tony Muskett,142933,QB,VIRGINIA,7,77,90,13,30.8,38.5,15.0,3,20.0,2,13.3,1,2,28.3,2.56,3,0.0,0.0,87.3,18,44.4,44.4,6.6,0,0.0,2,10.5,2,0,13.6,3.07,7,0.0,0.0,26.9,33,75.8,90.9,5.6,0,0.0,0,0.0,0,1,3.7,2.45,9,0.0,0.0,98.5,10,80.0,80.0,4.8,0,0.0,0,0.0,0,0,-3.5,1.77,1,0.0,0.0,86.7
Jadyn Glasser,184670,QB,C MICHIGAN,4,76,89,12,16.7,16.7,6.8,2,15.4,1,7.7,1,0,36.5,3.47,2,0.0,0.0,20.5,17,35.3,52.9,4.9,0,0.0,3,15.0,3,1,13.3,2.85,4,0.0,0.0,32.1,31,74.2,83.9,5.8,0,0.0,0,0.0,0,1,5.0,2.09,13,0.0,0.0,98.9,10,100.0,100.0,9.4,0,0.0,0,0.0,0,0,-3.0,1.87,2,0.0,0.0,105.8
AJ Hairston,184157,QB,UMASS,4,73,89,10,20.0,20.0,10.7,1,9.1,0,0.0,0,1,30.2,2.75,1,0.0,0.0,105.0,14,57.1,64.3,8.9,0,0.0,0,0.0,0,2,12.2,2.79,2,0.0,0.0,126.2,34,73.5,79.4,7.2,0,0.0,0,0.0,0,2,5.1,2.33,7,0.0,0.0,113.0,7,71.4,71.4,0.6,0,0.0,0,0.0,0,0,-1.9,1.84,0,,0.0,74.1
Jacurri Brown,156344,QB,UCF,6,68,87,14,14.3,21.4,4.5,3,21.4,3,21.4,2,0,30.1,3.23,1,0.0,0.0,6.3,18,55.6,55.6,8.3,0,0.0,0,0.0,1,1,13.0,2.68,4,0.0,0.0,78.2,24,70.8,70.8,6.5,0,0.0,1,4.2,1,0,4.5,2.11,3,0.0,0.0,70.8,6,100.0,100.0,5.0,0,0.0,0,0.0,0,0,-2.3,1.32,1,0.0,0.0,87.5
T.J. Finley,124093,QB,W KENTUCKY,3,77,85,6,0.0,16.7,0.0,0,0.0,0,0.0,0,0,25.3,2.4,1,0.0,0.0,39.6,21,61.9,71.4,11.9,1,4.8,2,9.5,2,1,14.1,2.44,4,0.0,0.0,79.6,30,80.0,86.7,6.5,0,0.0,1,3.3,0,0,3.6,1.93,5,0.0,0.0,93.6,14,92.9,92.9,3.7,0,0.0,0,0.0,0,0,-4.1,1.66,0,,0.0,82.1
Tyler Jefferson,171233,QB,C MICHIGAN,7,58,84,14,14.3,14.3,3.9,2,12.5,1,6.3,0,0,37.3,3.74,6,0.0,0.0,43.2,13,46.2,46.2,7.3,0,0.0,2,13.3,1,0,12.8,2.34,3,0.0,0.0,38.9,22,72.7,77.3,5.8,0,0.0,0,0.0,0,0,5.3,2.29,4,0.0,0.0,86.7,4,75.0,75.0,2.5,0,0.0,0,0.0,0,0,-3.3,1.55,2,0.0,0.0,77.1
Jack Turner,162969,QB,LA TECH,6,76,83,13,38.5,38.5,12.2,4,28.6,2,14.3,0,1,28.8,2.7,1,0.0,0.0,110.4,11,27.3,45.5,9.5,0,0.0,2,18.2,1,1,12.7,2.67,3,0.0,0.0,58.9,26,61.5,69.2,5.2,0,0.0,0,0.0,0,0,4.3,2.36,1,0.0,0.0,74.8,23,69.6,78.3,3.3,0,0.0,1,4.3,1,0,-2.7,2.07,6,0.0,0.0,55.5
William Watson III,174771,QB,VA TECH,3,58,83,11,36.4,36.4,15.5,3,20.0,1,6.7,0,1,32.5,2.52,3,0.0,0.0,114.8,15,53.3,53.3,8.3,0,0.0,1,6.7,1,0,13.1,3.73,7,0.0,0.0,53.2,18,72.2,77.8,8.1,0,0.0,1,5.6,1,0,5.4,2.48,5,0.0,0.0,72.9,9,100.0,100.0,4.6,0,0.0,0,0.0,0,0,-2.0,2.46,1,0.0,0.0,85.6
Kasen Weisman,171910,QB,FAU,5,74,83,11,27.3,27.3,6.6,3,27.3,2,18.2,1,0,25.8,3.64,4,0.0,0.0,16.9,17,52.9,64.7,8.2,1,5.6,1,5.6,1,0,14.1,3.52,6,0.0,0.0,55.8,26,69.2,73.1,6.8,0,0.0,2,7.4,1,2,5.2,3.16,11,0.0,0.0,97.8,10,90.0,100.0,2.7,0,0.0,0,0.0,0,0,-3.3,2.34,2,0.0,0.0,79.2
Micah Alejado,184162,QB,HAWAII,3,70,82,13,53.8,53.8,18.4,2,13.3,0,0.0,0,2,28.9,2.68,0,,0.0,138.6,8,50.0,62.5,6.1,0,0.0,0,0.0,0,0,11.8,2.68,1,0.0,0.0,69.3,39,82.1,84.6,6.8,0,0.0,0,0.0,0,3,4.7,2.12,2,0.0,0.0,120.7,6,100.0,100.0,5.2,0,0.0,0,0.0,0,1,-3.8,1.58,0,,0.0,127.8
John Alan Richter,156999,QB,TOLEDO,5,68,81,10,50.0,50.0,18.4,4,33.3,0,0.0,0,2,31.3,2.81,4,0.0,0.0,135.4,17,35.3,47.1,6.4,0,0.0,0,0.0,0,1,14.1,2.6,5,0.0,0.0,77.8,29,82.8,93.1,5.8,0,0.0,0,0.0,0,1,4.5,2.49,5,0.0,0.0,102.3,9,88.9,88.9,4.0,0,0.0,0,0.0,0,0,-2.8,1.69,0,,0.0,83.3
Cade McConnell,73935,QB,UTEP,4,71,81,10,40.0,40.0,15.6,5,38.5,4,30.8,2,1,29.6,2.93,2,0.0,0.0,81.3,12,33.3,66.7,5.1,0,0.0,1,8.3,1,0,12.9,2.73,5,0.0,0.0,16.3,32,56.3,68.8,6.1,0,0.0,1,2.9,0,1,3.9,2.15,5,0.0,0.0,84.8,16,87.5,100.0,8.0,0,0.0,0,0.0,0,2,-2.4,1.54,1,0.0,0.0,139.6
Brendan Sullivan,145034,QB,IOWA,6,54,81,4,75.0,75.0,35.0,2,50.0,1,25.0,1,0,26.3,2.85,2,0.0,0.0,77.1,7,71.4,71.4,10.7,0,0.0,1,12.5,0,0,14.1,2.79,2,0.0,0.0,106.3,29,65.5,79.3,6.1,0,0.0,2,6.5,2,2,4.5,2.41,6,0.0,0.0,76.4,11,100.0,100.0,7.5,0,0.0,0,0.0,0,1,-3.4,1.91,2,0.0,0.0,128.0
Jase Bauer,145714,QB,SM HOUSTON,7,65,81,11,18.2,27.3,3.8,2,18.2,1,9.1,0,2,26.9,2.46,2,0.0,0.0,82.6,4,100.0,100.0,12.5,0,0.0,0,0.0,0,0,11.3,3.3,1,0.0,0.0,118.8,26,73.1,80.8,5.0,0,0.0,0,0.0,1,0,4.8,2.5,10,0.0,0.0,67.8,16,93.8,100.0,5.1,0,0.0,0,0.0,0,0,-3.4,1.66,4,0.0,0.0,88.0
Zach Pyron,156309,QB,GA TECH,5,67,80,7,14.3,14.3,3.6,1,14.3,0,0.0,0,0,28.6,3.56,3,0.0,0.0,42.0,18,55.6,61.1,11.2,0,0.0,3,16.7,2,0,14.3,3.07,3,0.0,0.0,55.6,17,52.9,76.5,5.5,0,0.0,2,11.1,1,1,4.4,2.28,2,0.0,0.0,64.3,16,93.8,93.8,5.5,0,0.0,0,0.0,0,1,-3.4,1.42,0,,0.0,110.4
Aaron Philo,183222,QB,GA TECH,4,74,79,19,21.1,31.6,9.7,7,36.8,1,5.3,1,0,31.3,2.99,6,0.0,0.0,45.7,17,70.6,76.5,13.4,0,0.0,0,0.0,0,1,16.4,2.95,3,0.0,0.0,132.6,27,63.0,77.8,4.7,0,0.0,0,0.0,1,0,3.9,2.4,5,0.0,0.0,58.7,7,71.4,71.4,3.7,0,0.0,0,0.0,0,0,-3.6,2.04,1,0.0,0.0,77.1
Maealiuaki Smith,183921,QB,OKLA STATE,4,75,79,9,33.3,33.3,8.0,2,18.2,0,0.0,0,1,24.9,2.64,2,0.0,0.0,100.2,22,45.5,54.5,9.3,0,0.0,4,17.4,3,0,14.1,2.71,4,0.0,0.0,39.0,26,65.4,69.2,4.0,0,0.0,1,3.6,1,1,4.2,2.02,4,0.0,0.0,69.9,15,93.3,93.3,7.2,0,0.0,0,0.0,0,0,-3.3,1.67,1,0.0,0.0,96.7
Tyriq Starks,156514,QB,FAU,4,63,77,6,16.7,16.7,3.7,0,0.0,1,11.1,0,0,30.8,4.15,4,0.0,0.0,42.4,11,54.5,72.7,6.5,0,0.0,2,18.2,2,1,12.4,2.65,3,0.0,0.0,65.5,25,72.0,76.0,9.0,0,0.0,0,0.0,0,3,4.1,2.31,8,0.0,0.0,139.0,16,87.5,87.5,14.6,0,0.0,0,0.0,0,2,-3.2,1.93,4,0.0,0.0,158.3
Goose Crowder,144781,QB,TROY,4,63,77,8,37.5,50.0,17.9,3,30.0,0,0.0,0,2,30.0,3.0,4,0.0,0.0,125.0,12,66.7,75.0,14.3,2,16.7,0,0.0,0,1,15.1,2.82,3,0.0,0.0,137.5,29,79.3,89.7,6.7,0,0.0,0,0.0,0,1,3.7,2.38,4,0.0,0.0,106.0,10,90.0,100.0,3.8,0,0.0,0,0.0,0,1,-2.9,2.38,0,,0.0,115.8
Gunner Stockton,157072,QB,GEORGIA,4,64,76,9,22.2,33.3,11.0,2,18.2,1,9.1,0,1,33.2,3.23,3,0.0,0.0,110.0,8,62.5,62.5,9.6,0,0.0,0,0.0,0,0,13.6,2.63,4,0.0,0.0,94.3,21,81.0,81.0,7.6,0,0.0,1,4.8,1,0,4.7,2.47,6,0.0,0.0,78.6,21,100.0,100.0,5.0,0,0.0,0,0.0,0,0,-3.0,1.99,4,0.0,0.0,87.3
MJ Morris,157404,QB,MARYLAND,6,61,75,9,22.2,33.3,8.2,3,30.0,2,20.0,2,1,28.9,2.38,4,0.0,0.0,58.8,9,44.4,44.4,6.8,0,0.0,1,10.0,1,2,15.4,2.46,5,0.0,0.0,67.4,30,76.7,86.7,6.4,0,0.0,1,3.2,2,2,3.7,2.27,6,0.0,0.0,86.9,9,77.8,77.8,2.7,0,0.0,0,0.0,0,0,-2.7,1.74,2,0.0,0.0,79.2
Nicco Marchiol,157363,QB,W VIRGINIA,7,56,75,12,33.3,41.7,13.8,4,28.6,2,14.3,2,1,30.6,2.63,2,0.0,0.0,70.1,9,66.7,66.7,8.0,1,11.1,1,11.1,0,3,13.2,3.17,0,,0.0,130.6,23,73.9,82.6,5.4,0,0.0,0,0.0,0,1,4.1,2.53,4,0.0,0.0,100.8,11,90.9,100.0,6.5,0,0.0,0,0.0,0,0,-3.2,2.31,1,0.0,0.0,93.6
Tyler Van Dyke,122225,QB,WISCONSIN,3,68,74,8,25.0,25.0,10.3,1,12.5,0,0.0,0,1,28.4,3.51,2,0.0,0.0,109.4,9,66.7,66.7,9.2,1,9.1,0,0.0,0,0,11.3,2.92,1,0.0,0.0,96.1,31,67.7,74.2,6.6,0,0.0,0,0.0,0,0,5.5,2.6,7,0.0,0.0,86.0,15,93.3,100.0,3.5,0,0.0,0,0.0,0,0,-3.5,2.22,0,,0.0,81.4
Cameron Rising,77663,QB,UTAH,3,66,74,10,40.0,40.0,16.3,1,10.0,0,0.0,0,2,26.8,2.74,1,0.0,0.0,127.1,20,40.0,50.0,10.0,0,0.0,3,13.6,3,2,14.9,2.73,5,0.0,0.0,70.6,23,65.2,78.3,5.1,0,0.0,1,4.0,0,2,3.9,2.7,7,0.0,0.0,106.6,9,77.8,77.8,8.4,0,0.0,0,0.0,0,1,-3.3,1.86,0,,0.0,138.9
Mike Wright,124366,QB,NWESTERN,3,66,72,13,15.4,23.1,4.5,1,7.7,2,15.4,1,0,25.9,3.18,3,0.0,0.0,13.6,9,55.6,66.7,9.8,1,8.3,1,8.3,0,0,14.1,2.66,4,0.0,0.0,89.1,25,84.0,84.0,7.2,0,0.0,0,0.0,0,0,5.2,2.21,4,0.0,0.0,96.7,12,83.3,83.3,2.3,0,0.0,0,0.0,0,0,-2.6,1.34,0,,0.0,79.2
Collin Schlee,98025,QB,VA TECH,6,54,71,10,40.0,40.0,22.4,2,15.4,0,0.0,0,1,30.7,3.33,3,0.0,0.0,120.8,15,20.0,33.3,3.2,0,0.0,2,12.5,1,2,14.3,3.25,5,0.0,0.0,52.2,23,69.6,82.6,5.7,0,0.0,1,4.3,0,0,5.3,2.12,6,0.0,0.0,84.0,5,80.0,100.0,0.8,0,0.0,0,0.0,0,0,-3.2,1.3,0,,0.0,79.2
JP Pickles,183996,QB,UTEP,3,52,69,7,14.3,14.3,3.1,1,14.3,0,0.0,0,0,32.0,2.83,1,0.0,0.0,40.2,5,20.0,20.0,3.8,0,0.0,1,20.0,1,0,16.0,3.66,2,0.0,0.0,3.3,23,78.3,87.0,6.1,0,0.0,0,0.0,0,0,3.4,2.32,6,0.0,0.0,92.0,10,90.0,90.0,3.2,0,0.0,0,0.0,0,0,-2.0,1.7,0,,0.0,80.0
Tucker Kilcrease,156863,QB,TROY,6,51,69,10,40.0,40.0,15.8,3,27.3,0,0.0,0,1,32.4,2.9,4,0.0,0.0,120.8,10,50.0,50.0,9.2,0,0.0,3,27.3,1,1,14.2,2.79,2,0.0,0.0,75.8,19,63.2,63.2,5.4,0,0.0,1,5.3,0,1,4.9,2.28,6,0.0,0.0,94.6,7,100.0,100.0,3.6,0,0.0,0,0.0,0,0,-2.7,1.56,0,,0.0,81.5
Will Hammond,184898,QB,TEXAS TECH,4,56,66,7,28.6,28.6,8.6,1,14.3,2,28.6,1,1,33.1,2.89,3,0.0,0.0,62.8,15,46.7,60.0,12.4,1,6.7,1,6.7,1,0,13.3,2.62,3,0.0,0.0,64.9,21,76.2,76.2,8.0,1,4.5,0,0.0,0,1,4.1,2.04,1,0.0,0.0,114.8,10,90.0,100.0,6.6,0,0.0,0,0.0,0,0,-3.6,1.94,0,,0.0,94.2
Justin Lamson,144052,QB,STANFORD,8,47,66,15,26.7,33.3,9.1,5,33.3,1,6.7,0,2,28.0,2.69,2,0.0,0.0,104.4,7,57.1,57.1,6.4,0,0.0,1,14.3,1,2,14.6,3.53,4,0.0,0.0,76.5,19,73.7,78.9,5.8,0,0.0,1,4.5,1,0,5.2,2.71,7,0.0,0.0,65.9,3,100.0,100.0,2.7,0,0.0,0,0.0,0,0,-2.0,1.67,0,,0.0,79.2
Trexler Ivey,122184,QB,CHARLOTTE,4,59,63,8,12.5,12.5,3.5,1,12.5,0,0.0,0,1,28.1,2.11,1,0.0,0.0,81.3,8,75.0,75.0,13.8,1,10.0,1,10.0,0,2,13.8,3.08,1,0.0,0.0,156.3,27,63.0,63.0,4.6,0,0.0,2,6.9,2,0,4.3,1.93,1,0.0,0.0,42.7,11,90.9,90.9,5.9,0,0.0,0,0.0,0,0,-4.7,1.84,0,,0.0,91.3
Jack Tuttle,83580,QB,MICHIGAN,2,50,62,3,33.3,33.3,9.7,1,33.3,0,0.0,0,0,28.3,2.53,0,,0.0,70.1,10,50.0,50.0,8.9,0,0.0,3,27.3,2,1,14.5,3.08,3,0.0,0.0,74.6,27,70.4,70.4,5.3,0,0.0,0,0.0,0,0,4.6,2.82,5,0.0,0.0,82.9,6,83.3,83.3,7.3,0,0.0,0,0.0,0,0,-4.5,1.9,1,0.0,0.0,97.2
Alex Orji,158545,QB,MICHIGAN,7,47,61,7,0.0,0.0,0.0,0,0.0,1,14.3,1,0,27.6,2.9,4,0.0,0.0,0.0,8,25.0,37.5,3.9,0,0.0,2,25.0,1,0,12.9,3.21,5,0.0,0.0,3.6,14,78.6,78.6,6.6,0,0.0,0,0.0,0,2,4.1,2.22,4,0.0,0.0,133.6,13,92.3,92.3,2.1,0,0.0,0,0.0,0,1,-3.7,1.64,1,0.0,0.0,104.8
Quentin Hayes,186423,QB,AIR FORCE,8,43,61,10,50.0,50.0,20.3,4,30.8,0,0.0,1,1,29.1,3.37,3,0.0,0.0,89.6,11,45.5,54.5,12.7,0,0.0,1,9.1,1,1,12.8,2.65,3,0.0,0.0,84.5,13,69.2,76.9,4.8,0,0.0,0,0.0,0,1,5.3,2.57,3,0.0,0.0,105.6,6,100.0,100.0,8.2,0,0.0,0,0.0,0,0,-3.0,2.12,2,0.0,0.0,100.7
Matthew Sluka,143059,QB,UNLV,3,48,61,19,21.1,31.6,8.3,5,25.0,2,10.0,1,2,33.5,3.43,4,0.0,0.0,74.7,9,55.6,55.6,11.7,1,10.0,0,0.0,0,1,14.0,3.14,4,0.0,0.0,134.0,15,60.0,66.7,4.0,0,0.0,0,0.0,0,3,4.9,2.05,4,0.0,0.0,108.3,4,75.0,75.0,-1.0,0,0.0,0,0.0,0,0,-2.5,2.23,1,0.0,0.0,77.1
Elijah Brown,183276,QB,STANFORD,3,48,61,8,25.0,37.5,8.6,2,20.0,1,10.0,0,1,24.5,2.54,4,0.0,0.0,102.6,7,28.6,42.9,3.4,0,0.0,2,22.2,3,1,13.6,2.4,2,0.0,0.0,41.4,25,72.0,84.0,6.6,0,0.0,1,4.0,0,0,4.7,2.15,9,0.0,0.0,89.8,7,85.7,85.7,2.1,0,0.0,0,0.0,0,0,-3.1,1.59,2,0.0,0.0,79.2
Cutter Boley,184630,QB,KENTUCKY,4,53,61,12,16.7,16.7,5.7,2,15.4,1,7.7,2,0,32.3,3.06,3,0.0,0.0,11.1,13,61.5,69.2,11.3,0,0.0,2,14.3,1,2,14.8,2.82,4,0.0,0.0,108.0,20,60.0,65.0,5.6,0,0.0,1,4.8,1,0,4.0,2.62,7,0.0,0.0,54.4,4,100.0,100.0,3.0,0,0.0,0,0.0,0,0,-3.3,2.73,1,0.0,0.0,79.2
Nick Poulos,188474,QB,OHIO,5,49,60,9,33.3,33.3,8.4,2,18.2,1,9.1,0,1,24.3,3.11,2,0.0,0.0,102.1,10,40.0,50.0,6.1,0,0.0,0,0.0,0,0,14.4,2.64,3,0.0,0.0,60.8,20,65.0,70.0,6.4,0,0.0,1,4.5,1,1,4.4,2.53,7,0.0,0.0,78.8,2,100.0,100.0,3.0,0,0.0,0,0.0,0,0,-3.0,2.2,0,,0.0,79.2
